State,Total,Retirement,Survivors,Disability,Aged 65 or older,Year,Table_type
Minnesota,"1,100,951","856,950","50,889","111,495","407,390",2022,Beneficiaries
Mississippi,"685,446","456,819","43,566","110,558","210,771",2022,Beneficiaries
Missouri,"1,341,389","959,137","76,106","189,232","451,198",2022,Beneficiaries
Montana,"253,030","196,144","13,495","23,922","96,928",2022,Beneficiaries
Nebraska,"364,735","277,705","19,560","38,098","130,997",2022,Beneficiaries
Nevada,"579,563","449,101","29,245","57,412","220,045",2022,Beneficiaries
New Hampshire,"326,752","245,379","14,184","41,813","118,017",2022,Beneficiaries
New Jersey,"1,669,244","1,274,772","87,604","167,868","590,470",2022,Beneficiaries
New Mexico,"461,134","335,665","26,005","55,907","162,512",2022,Beneficiaries
New York,"3,710,827","2,745,712","195,704","433,997","1,288,419",2022,Beneficiaries
North Carolina,"2,234,888","1,658,163","113,752","286,368","748,736",2022,Beneficiaries
North Dakota,"143,329","109,380","8,808","13,517","53,751",2022,Beneficiaries
Ohio,"2,427,966","1,727,949","162,931","313,017","845,160",2022,Beneficiaries
Oklahoma,"824,838","575,991","53,428","116,636","273,592",2022,Beneficiaries
Oregon,"917,497","710,755","46,975","93,286","342,079",2022,Beneficiaries
Pennsylvania,"2,898,240","2,135,246","167,698","356,858","1,007,587",2022,Beneficiaries
Rhode Island,"233,253","172,134","10,475","32,460","80,312",2022,Beneficiaries
South Carolina,"1,238,565","915,425","66,838","155,753","418,667",2022,Beneficiaries
South Dakota,"193,088","151,144","10,106","17,547","74,014",2022,Beneficiaries
Tennessee,"1,516,343","1,070,692","91,252","214,317","498,220",2022,Beneficiaries
Texas,"4,568,465","3,268,859","314,843","495,459","1,617,434",2022,Beneficiaries
Utah,"447,459","330,823","23,870","42,865","163,802",2022,Beneficiaries
Vermont,"159,575","120,203","7,356","19,667","58,563",2022,Beneficiaries
Virginia,"1,618,643","1,207,649","89,194","187,134","562,855",2022,Beneficiaries
Washington,"1,428,764","1,098,757","72,027","144,360","532,230",2022,Beneficiaries
West Virginia,"474,159","306,268","38,144","74,772","156,782",2022,Beneficiaries
Wisconsin,"1,307,526","1,007,263","62,969","142,054","473,648",2022,Beneficiaries
Wyoming,"123,325","94,686","6,574","12,468","47,282",2022,Beneficiaries
Alabama,"1,889,214","1,387,271","116,581","287,388","730,849",2022,Benefits
Alaska,"183,662","148,734","9,044","15,619","86,879",2022,Benefits
Arizona,"2,569,996","2,120,730","133,246","208,426","1,127,402",2022,Benefits
Arkansas,"1,113,085","821,017","65,030","172,908","430,171",2022,Benefits
California,"10,436,876","8,524,713","576,973","822,035","4,609,806",2022,Benefits
Colorado,"1,650,988","1,369,434","84,802","124,430","760,673",2022,Benefits
Connecticut,"1,334,885","1,103,795","64,525","113,008","580,927",2022,Benefits
Delaware,"439,772","364,668","20,767","39,308","185,907",2022,Benefits
District of Columbia,"138,711","111,904","5,438","15,254","53,441",2022,Benefits
Florida,"8,490,838","6,953,959","444,676","759,022","3,667,422",2022,Benefits
Georgia,"3,205,178","2,498,208","177,276","376,687","1,282,647",2022,Benefits
Hawaii,"503,166","432,029","23,190","29,040","221,366",2022,Benefits
Idaho,"647,993","525,984","33,875","58,972","292,656",2022,Benefits
Illinois,"3,952,153","3,177,798","234,181","359,944","1,704,469",2022,Benefits
Indiana,"2,435,324","1,905,894","145,331","273,822","1,009,636",2022,Benefits
Iowa,"1,161,578","949,491","63,561","103,247","506,916",2022,Benefits
Kansas,"1,018,122","824,970","55,886","92,829","440,290",2022,Benefits
Kentucky,"1,592,922","1,145,392","108,741","252,520","631,215",2022,Benefits
Louisiana,"1,430,357","1,014,568","122,344","197,898","598,923",2022,Benefits
Maine,"584,809","462,203","29,030","68,946","252,931",2022,Benefits
Maryland,"1,913,753","1,564,458","94,062","172,268","790,368",2022,Benefits
Massachusetts,"2,303,138","1,845,603","107,968","248,283","990,430",2022,Benefits
Michigan,"4,006,249","3,143,186","232,914","448,187","1,673,996",2022,Benefits
Minnesota,"1,979,069","1,648,947","90,664","164,537","874,445",2022,Benefits
Mississippi,"1,051,669","771,347","65,305","156,604","399,979",2022,Benefits
Missouri,"2,215,715","1,718,917","125,628","272,697","914,658",2022,Benefits
Montana,"414,265","341,138","22,544","33,660","188,740",2022,Benefits
Nebraska,"626,556","513,846","33,650","53,026","272,822",2022,Benefits
Nevada,"972,786","795,070","49,098","89,703","432,283",2022,Benefits
New Hampshire,"602,248","489,403","26,003","63,908","264,407",2022,Benefits
New Jersey,"3,147,563","2,575,217","161,155","276,656","1,315,725",2022,Benefits
New Mexico,"732,866","578,609","40,309","78,169","309,471",2022,Benefits
New York,"6,440,333","5,144,995","333,685","668,604","2,618,987",2022,Benefits
North Carolina,"3,794,228","3,031,883","185,107","424,965","1,536,272",2022,Benefits
North Dakota,"237,884","194,095","14,600","18,775","108,339",2022,Benefits
Ohio,"3,993,516","3,081,545","274,075","445,390","1,716,088",2022,Benefits
Oklahoma,"1,345,413","1,026,185","86,770","165,977","546,403",2022,Benefits
Oregon,"1,582,498","1,303,807","81,228","136,164","698,957",2022,Benefits
Pennsylvania,"5,085,579","4,045,266","292,805","532,945","2,137,364",2022,Benefits
Rhode Island,"405,624","324,369","18,247","47,533","168,679",2022,Benefits
South Carolina,"2,121,373","1,689,862","108,329","235,570","874,866",2022,Benefits
South Dakota,"320,010","267,022","16,454","24,411","147,427",2022,Benefits
Tennessee,"2,513,871","1,938,595","146,843","310,038","1,014,651",2022,Benefits
Texas,"7,502,621","5,848,363","505,418","725,204","3,270,124",2022,Benefits
Utah,"784,010","628,778","43,276","63,167","360,405",2022,Benefits
Vermont,"275,700","225,113","12,499","27,501","120,429",2022,Benefits
Virginia,"2,844,152","2,289,881","150,801","280,215","1,194,075",2022,Benefits
Washington,"2,577,039","2,123,937","129,155","215,720","1,145,377",2022,Benefits
West Virginia,"759,139","541,953","61,568","109,552","310,848",2022,Benefits
Wisconsin,"2,292,436","1,888,889","111,589","207,401","1,000,160",2022,Benefits
Wyoming,"216,533","176,953","11,767","18,526","100,820",2022,Benefits
Alabama,"1,179,481","800,556","73,273","190,348","372,423",2023,Beneficiaries
Alaska,"115,096","88,118","5,486","10,271","45,646",2023,Beneficiaries
Arizona,"1,498,752","1,173,710","77,612","131,180","558,163",2023,Beneficiaries
Arkansas,"718,363","489,372","42,482","119,196","229,907",2023,Beneficiaries
California,"6,376,029","4,935,826","352,983","514,660","2,423,854",2023,Beneficiaries
Colorado,"959,232","760,497","48,190","79,912","371,553",2023,Beneficiaries
Connecticut,"721,702","564,284","34,018","71,433","264,694",2023,Beneficiaries
Delaware,"241,454","190,772","11,317","23,852","87,050",2023,Beneficiaries
District of Columbia,"84,150","62,951","3,426","11,095","28,629",2023,Beneficiaries
Florida,"5,069,686","3,950,727","263,603","478,403","1,870,653",2023,Beneficiaries
Georgia,"1,982,042","1,451,725","109,731","243,954","659,413",2023,Beneficiaries
Hawaii,"296,605","244,108","13,856","18,309","115,855",2023,Beneficiaries
Idaho,"395,451","304,542","19,648","39,255","148,255",2023,Beneficiaries
Illinois,"2,314,781","1,762,528","131,717","231,279","837,710",2023,Beneficiaries
Indiana,"1,421,661","1,040,309","81,330","179,875","485,497",2023,Beneficiaries
Iowa,"687,630","531,390","36,052","71,839","250,219",2023,Beneficiaries
Kansas,"588,538","447,780","31,216","62,691","211,218",2023,Beneficiaries
Kentucky,"1,023,276","679,811","69,586","169,747","331,921",2023,Beneficiaries
Louisiana,"941,432","617,733","77,541","134,154","315,217",2023,Beneficiaries
Maine,"369,221","274,680","17,853","48,170","133,914",2023,Beneficiaries
Maryland,"1,068,002","826,795","52,195","106,981","378,815",2023,Beneficiaries
Massachusetts,"1,324,309","998,126","60,548","159,741","479,614",2023,Beneficiaries
Michigan,"2,300,101","1,686,642","127,701","290,191","797,613",2023,Beneficiaries
Minnesota,"1,123,666","887,418","49,604","110,186","419,681",2023,Beneficiaries
Mississippi,"691,612","469,560","43,014","106,401","216,616",2023,Beneficiaries
Missouri,"1,358,163","985,925","75,050","184,298","463,104",2023,Beneficiaries
Montana,"258,613","203,563","13,312","23,073","100,099",2023,Beneficiaries
Nebraska,"370,770","286,550","18,982","37,494","134,439",2023,Beneficiaries
Nevada,"592,928","464,820","29,260","55,891","227,024",2023,Beneficiaries
New Hampshire,"334,168","255,349","14,005","40,808","122,570",2023,Beneficiaries
New Jersey,"1,698,504","1,316,238","86,530","162,912","608,592",2023,Beneficiaries
New Mexico,"468,030","345,706","25,685","54,280","166,569",2023,Beneficiaries
New York,"3,764,852","2,825,851","192,769","421,997","1,325,712",2023,Beneficiaries
North Carolina,"2,276,121","1,712,389","112,838","279,258","771,435",2023,Beneficiaries
North Dakota,"146,521","113,352","8,536","13,383","55,383",2023,Beneficiaries
Ohio,"2,462,954","1,779,927","159,964","305,732","868,380",2023,Beneficiaries
Oklahoma,"838,254","593,586","52,955","114,577","281,270",2023,Beneficiaries
Oregon,"927,847","729,072","45,875","89,855","348,833",2023,Beneficiaries
Pennsylvania,"2,932,281","2,193,704","163,413","347,464","1,034,558",2023,Beneficiaries
Rhode Island,"236,877","177,649","10,239","31,646","82,666",2023,Beneficiaries
South Carolina,"1,266,721","950,631","66,779","151,280","433,149",2023,Beneficiaries
South Dakota,"196,735","156,249","9,744","17,108","76,125",2023,Beneficiaries
Tennessee,"1,538,339","1,102,927","90,254","208,918","512,319",2023,Beneficiaries
Texas,"4,676,594","3,404,297","315,101","477,204","1,676,901",2023,Beneficiaries
Utah,"458,004","343,806","23,982","41,709","169,254",2023,Beneficiaries
Vermont,"161,841","123,996","7,125","19,165","60,133",2023,Beneficiaries
Virginia,"1,647,184","1,247,886","87,985","181,500","579,690",2023,Beneficiaries
Washington,"1,452,551","1,135,608","70,765","138,248","547,105",2023,Beneficiaries
West Virginia,"476,583","313,027","37,657","72,580","159,868",2023,Beneficiaries
Wisconsin,"1,332,623","1,041,496","61,776","138,863","488,241",2023,Beneficiaries
Wyoming,"126,109","98,346","6,497","12,076","48,955",2023,Beneficiaries
Alabama,"1,992,371","1,485,643","120,483","286,948","781,097",2023,Benefits
Alaska,"197,375","161,916","9,428","15,645","94,137",2023,Benefits
Arizona,"2,743,406","2,287,800","138,341","209,504","1,210,172",2023,Benefits
Arkansas,"1,172,979","875,849","67,254","175,191","458,426",2023,Benefits
California,"11,133,813","9,209,503","596,053","812,863","4,964,828",2023,Benefits
Colorado,"1,771,052","1,488,935","87,285","123,862","823,415",2023,Benefits
Connecticut,"1,426,200","1,192,640","66,307","114,894","626,314",2023,Benefits
Delaware,"474,756","398,637","21,569","39,663","202,171",2023,Benefits
District of Columbia,"147,512","120,666","5,505","15,292","57,421",2023,Benefits
Florida,"9,030,689","7,481,484","459,417","755,328","3,931,592",2023,Benefits
Georgia,"3,413,681","2,698,643","184,371","375,359","1,382,759",2023,Benefits
Hawaii,"537,247","465,856","23,768","29,035","238,048",2023,Benefits
Idaho,"696,690","572,622","35,153","59,357","316,995",2023,Benefits
Illinois,"4,184,793","3,408,817","239,627","357,593","1,824,120",2023,Benefits
Indiana,"2,580,093","2,044,902","149,432","275,254","1,082,012",2023,Benefits
Iowa,"1,235,464","1,020,986","64,746","105,152","543,287",2023,Benefits
Kansas,"1,081,577","887,503","56,901","93,353","472,224",2023,Benefits
Kentucky,"1,678,813","1,225,617","111,518","254,686","674,066",2023,Benefits
Louisiana,"1,506,128","1,086,721","125,339","197,434","639,085",2023,Benefits
Maine,"622,946","498,734","29,837","69,882","271,800",2023,Benefits
Maryland,"2,047,983","1,698,605","96,469","171,111","854,766",2023,Benefits
Massachusetts,"2,455,783","1,998,846","110,122","247,416","1,069,689",2023,Benefits
Michigan,"4,241,505","3,368,619","238,278","453,771","1,793,580",2023,Benefits
Minnesota,"2,121,661","1,788,659","92,368","168,556","944,113",2023,Benefits
Mississippi,"1,107,012","824,458","67,307","155,926","426,955",2023,Benefits
Missouri,"2,345,947","1,843,010","129,135","275,240","979,115",2023,Benefits
Montana,"443,796","369,938","23,221","33,765","203,884",2023,Benefits
Nebraska,"668,627","555,113","34,086","54,080","293,219",2023,Benefits
Nevada,"1,037,919","856,441","51,172","90,730","464,599",2023,Benefits
New Hampshire,"648,752","534,810","26,852","64,738","288,563",2023,Benefits
New Jersey,"3,355,078","2,777,800","165,830","278,792","1,417,699",2023,Benefits
New Mexico,"778,222","622,003","41,387","78,700","331,207",2023,Benefits
New York,"6,821,859","5,514,148","341,543","675,074","2,804,411",2023,Benefits
North Carolina,"4,044,331","3,269,519","191,702","430,019","1,652,850",2023,Benefits
North Dakota,"254,845","210,378","14,792","19,277","116,858",2023,Benefits
Ohio,"4,230,981","3,306,598","279,989","450,884","1,836,378",2023,Benefits
Oklahoma,"1,428,166","1,101,870","89,689","168,980","585,538",2023,Benefits
Oregon,"1,676,734","1,398,103","82,633","135,699","745,331",2023,Benefits
Pennsylvania,"5,388,167","4,340,439","297,621","538,145","2,290,739",2023,Benefits
Rhode Island,"432,096","350,250","18,540","48,109","181,672",2023,Benefits
South Carolina,"2,270,007","1,831,042","113,127","237,164","944,833",2023,Benefits
South Dakota,"342,079","288,794","16,542","24,708","158,756",2023,Benefits
Tennessee,"2,668,921","2,084,103","151,466","313,738","1,088,869",2023,Benefits
Texas,"8,032,384","6,350,471","526,618","723,217","3,538,244",2023,Benefits
Utah,"842,194","683,566","45,556","63,638","390,535",2023,Benefits
Vermont,"293,760","243,145","12,644","27,779","129,327",2023,Benefits
Virginia,"3,036,960","2,476,795","155,521","281,485","1,287,350",2023,Benefits
Washington,"2,749,221","2,295,964","132,554","214,153","1,232,317",2023,Benefits
West Virginia,"795,423","575,609","63,327","109,999","328,946",2023,Benefits
Wisconsin,"2,445,435","2,038,255","114,016","210,111","1,076,633",2023,Benefits
Wyoming,"231,752","191,820","12,117","18,546","109,028",2023,Benefits
Alabama,"1,193,685","822,825","71,778","185,048","382,604",2024,Beneficiaries
Alaska,"118,014","91,481","5,518","9,901","47,335",2024,Beneficiaries
Arizona,"1,533,323","1,212,252","76,720","128,877","575,058",2024,Beneficiaries
Arkansas,"726,942","501,220","41,791","118,043","235,562",2024,Beneficiaries
California,"6,544,000","5,120,435","350,365","498,873","2,510,346",2024,Beneficiaries
Colorado,"987,075","791,895","47,535","77,912","385,598",2024,Beneficiaries
Connecticut,"737,503","582,671","33,320","70,379","273,463",2024,Beneficiaries
Delaware,"248,565","198,391","11,125","23,705","90,481",2024,Beneficiaries
District of Columbia,"85,682","64,753","3,308","10,906","29,623",2024,Beneficiaries
Florida,"5,161,992","4,063,202","259,410","465,720","1,922,785",2024,Beneficiaries
Georgia,"2,023,789","1,504,785","108,116","235,621","682,266",2024,Beneficiaries
Hawaii,"302,577","250,578","13,568","18,301","118,837",2024,Beneficiaries
Idaho,"407,057","316,826","19,370","39,087","154,079",2024,Beneficiaries
Illinois,"2,360,590","1,815,473","128,897","228,334","863,066",2024,Beneficiaries
Indiana,"1,447,416","1,071,434","79,772","177,322","500,445",2024,Beneficiaries
Iowa,"701,239","547,590","34,761","71,406","257,769",2024,Beneficiaries
Kansas,"599,566","461,786","30,537","61,264","217,764",2024,Beneficiaries
Kentucky,"1,036,142","698,981","68,079","166,839","340,590",2024,Beneficiaries
Louisiana,"953,188","636,891","76,356","129,915","323,680",2024,Beneficiaries
Maine,"375,793","283,387","17,522","46,767","137,969",2024,Beneficiaries
Maryland,"1,092,693","856,554","51,029","103,984","392,042",2024,Beneficiaries
Massachusetts,"1,348,171","1,031,409","59,203","153,966","495,210",2024,Beneficiaries
Michigan,"2,339,826","1,736,413","124,847","285,308","821,610",2024,Beneficiaries
Minnesota,"1,152,818","918,937","48,086","110,053","434,471",2024,Beneficiaries
Mississippi,"699,697","482,049","42,146","103,671","222,320",2024,Beneficiaries
Missouri,"1,380,814","1,014,276","73,355","181,296","476,797",2024,Beneficiaries
Montana,"264,264","210,371","12,914","22,724","103,265",2024,Beneficiaries
Nebraska,"378,332","295,551","18,378","37,084","138,643",2024,Beneficiaries
Nevada,"607,411","480,128","29,168","55,387","233,906",2024,Beneficiaries
New Hampshire,"343,052","265,404","13,774","40,419","127,451",2024,Beneficiaries
New Jersey,"1,735,645","1,358,286","85,050","160,398","628,457",2024,Beneficiaries
New Mexico,"476,894","355,954","25,265","53,583","171,263",2024,Beneficiaries
New York,"3,838,030","2,908,411","189,133","417,128","1,367,090",2024,Beneficiaries
North Carolina,"2,329,477","1,768,974","110,938","278,281","796,953",2024,Beneficiaries
North Dakota,"150,098","117,304","8,120","13,474","57,149",2024,Beneficiaries
Ohio,"2,507,421","1,833,512","156,597","302,623","893,811",2024,Beneficiaries
Oklahoma,"853,382","610,260","52,260","113,899","289,414",2024,Beneficiaries
Oregon,"943,032","747,785","44,851","88,209","356,896",2024,Beneficiaries
Pennsylvania,"2,981,684","2,255,780","159,015","342,791","1,064,743",2024,Beneficiaries
Rhode Island,"241,323","183,329","9,877","31,102","85,199",2024,Beneficiaries
South Carolina,"1,297,829","985,737","65,811","149,108","448,655",2024,Beneficiaries
South Dakota,"201,259","161,231","9,372","17,161","78,607",2024,Beneficiaries
Tennessee,"1,564,675","1,135,346","88,391","206,115","527,117",2024,Beneficiaries
Texas,"4,802,392","3,546,829","314,213","463,530","1,742,666",2024,Beneficiaries
Utah,"471,696","358,396","23,880","41,327","176,116",2024,Beneficiaries
Vermont,"164,694","127,704","6,924","18,751","61,805",2024,Beneficiaries
Virginia,"1,685,819","1,290,319","86,748","180,371","599,224",2024,Beneficiaries
Washington,"1,485,645","1,173,685","69,716","135,156","564,290",2024,Beneficiaries
West Virginia,"479,424","319,489","36,814","70,918","162,839",2024,Beneficiaries
Wisconsin,"1,365,446","1,077,180","60,124","138,357","505,317",2024,Beneficiaries
Wyoming,"129,564","102,068","6,482","11,941","50,805",2024,Beneficiaries
Alabama,"2,090,332","1,579,989","122,104","286,713","829,646",2024,Benefits
Alaska,"210,431","174,453","9,832","15,473","101,315",2024,Benefits
Arizona,"2,912,065","2,448,162","141,496","211,945","1,291,232",2024,Benefits
Arkansas,"1,230,800","928,294","68,248","178,718","485,625",2024,Benefits
California,"11,859,914","9,908,872","610,120","809,201","5,334,969",2024,Benefits
Colorado,"1,898,697","1,612,924","89,104","124,255","889,311",2024,Benefits
Connecticut,"1,515,816","1,279,633","67,080","116,062","671,884",2024,Benefits
Delaware,"508,624","430,634","21,915","40,841","218,190",2024,Benefits
District of Columbia,"156,808","129,531","5,510","15,556","61,831",2024,Benefits
Florida,"9,535,476","7,970,314","466,493","756,966","4,185,297",2024,Benefits
Georgia,"3,615,025","2,895,846","187,475","372,439","1,479,822",2024,Benefits
Hawaii,"569,409","496,368","24,130","29,957","253,301",2024,Benefits
Idaho,"745,301","618,264","35,838","60,758","342,029",2024,Benefits
Illinois,"4,427,630","3,639,993","241,964","363,268","1,947,649",2024,Benefits
Indiana,"2,721,711","2,179,229","151,401","278,385","1,153,000",2024,Benefits
Iowa,"1,308,091","1,090,836","64,555","107,539","579,478",2024,Benefits
Kansas,"1,144,556","949,050","57,568","93,499","504,518",2024,Benefits
Kentucky,"1,762,364","1,304,133","112,478","257,507","715,057",2024,Benefits
Louisiana,"1,580,451","1,158,120","127,751","196,301","677,924",2024,Benefits
Maine,"660,300","535,223","30,339","69,667","291,083",2024,Benefits
Maryland,"2,184,739","1,832,631","97,678","171,075","920,562",2024,Benefits
Massachusetts,"2,606,060","2,149,782","111,215","244,574","1,148,512",2024,Benefits
Michigan,"4,469,993","3,587,490","240,603","457,758","1,909,674",2024,Benefits
Minnesota,"2,264,491","1,925,293","92,754","173,137","1,014,493",2024,Benefits
Mississippi,"1,159,386","874,551","68,096","155,982","452,387",2024,Benefits
Missouri,"2,473,605","1,964,150","130,566","278,010","1,042,852",2024,Benefits
Montana,"471,717","396,960","23,322","34,274","218,127",2024,Benefits
Nebraska,"709,432","594,293","34,190","55,076","313,491",2024,Benefits
Nevada,"1,101,251","915,296","52,620","92,583","495,260",2024,Benefits
New Hampshire,"695,363","579,595","27,268","65,854","312,763",2024,Benefits
New Jersey,"3,561,479","2,974,716","168,363","282,825","1,518,777",2024,Benefits
New Mexico,"823,195","663,896","42,085","80,110","352,696",2024,Benefits
New York,"7,201,627","5,869,819","345,498","688,220","2,987,739",2024,Benefits
North Carolina,"4,296,714","3,502,579","195,196","441,395","1,769,633",2024,Benefits
North Dakota,"271,619","226,224","14,640","20,046","125,302",2024,Benefits
Ohio,"4,463,410","3,525,682","282,830","458,110","1,953,951",2024,Benefits
Oklahoma,"1,506,667","1,172,731","91,547","172,789","623,272",2024,Benefits
Oregon,"1,769,390","1,487,899","83,476","136,586","790,396",2024,Benefits
Pennsylvania,"5,689,601","4,629,541","299,164","546,186","2,441,707",2024,Benefits
Rhode Island,"458,216","375,791","18,469","48,556","194,536",2024,Benefits
South Carolina,"2,414,996","1,967,825","115,641","240,791","1,013,842",2024,Benefits
South Dakota,"363,805","309,450","16,457","25,546","170,064",2024,Benefits
Tennessee,"2,817,441","2,223,023","153,435","318,816","1,160,078",2024,Benefits
Texas,"8,561,812","6,852,551","542,492","721,909","3,810,959",2024,Benefits
Utah,"902,754","740,151","46,920","64,650","422,602",2024,Benefits
Vermont,"311,401","260,471","12,684","27,932","138,128",2024,Benefits
Virginia,"3,236,490","2,663,159","158,911","288,615","1,382,916",2024,Benefits
Washington,"2,923,511","2,464,006","134,969","215,291","1,318,769",2024,Benefits
West Virginia,"827,605","606,408","63,879","110,353","345,296",2024,Benefits
Wisconsin,"2,598,970","2,184,088","114,674","215,474","1,153,342",2024,Benefits
Wyoming,"247,331","206,538","12,495","18,820","117,399",2024,Benefits
